path,ko_current,ja_value,proposed_ko,ns,type
pages.marketingIntel.writeback.skuPlaceholder,SKUを入力,SKUを入力,,pages,string
pages.marketingIntel.writeback.btnRefreshJobs,ジョブ更新,ジョブ更新,,pages,string
pages.marketingIntel.writeback.policyValidate,ポリシー検証,ポリシー検証,,pages,string
pages.marketingIntel.writeback.categorySuggestion,カテゴリ提案,カテゴリ提案,,pages,string
pages.marketingIntel.writeback.runPreparePolicy,Prepareを実行してポリシーを検証。,Prepareを実行してポリシーを検証。,,pages,string
pages.marketingIntel.writeback.runPrepareCategory,Prepareを実行してカテゴリ提案を取得。,Prepareを実行してカテゴリ提案を取得。,,pages,string
pages.marketingIntel.writeback.policyFindings,ポリシー発見事項,ポリシー発見事項,,pages,string
pages.marketingIntel.writeback.payloadEditor,ペイロードエディタ,ペイロードエディタ,,pages,string
pages.marketingIntel.writeback.payloadEditorDesc,商品JSONを入力し、プレビューで実行前に検証。,商品JSONを入力し、プレビューで実行前に検証。,,pages,string
pages.marketingIntel.writeback.jobHistory,ジョブ履歴,ジョブ履歴,,pages,string
pages.marketingIntel.writeback.noJobs,ライトバックジョブなし,ライトバックジョブなし,,pages,string
pages.marketingIntel.writeback.noJobsDesc,ライトバック操作を実行するとジョブ履歴が表示されます。,ライトバック操作を実行するとジョブ履歴が表示されます。,,pages,string
pages.marketingIntel.writeback.tabConsole,コンソール,コンソール,,pages,string
pages.marketingIntel.writeback.tabConsoleDesc,チャネルライトバック操作,チャネルライトバック操作,,pages,string
pages.marketingIntel.writeback.tabJobs,ジョブ履歴,ジョブ履歴,,pages,string
pages.marketingIntel.writeback.tabJobsDesc,ライトバックジョブログ,ライトバックジョブログ,,pages,string
pages.marketingIntel.writeback.tabSettingsDesc,ライトバック設定,ライトバック設定,,pages,string
pages.marketingIntel.writeback.settingsTitle,⚙ ライトバック設定,⚙ ライトバック設定,,pages,string
pages.marketingIntel.writeback.cfgAutoRetry,自動リトライ,自動リトライ,,pages,string
pages.marketingIntel.writeback.cfgAutoRetryDesc,失敗ジョブの自動再試行,失敗ジョブの自動再試行,,pages,string
pages.marketingIntel.writeback.cfgDryRun,ドライランモード,ドライランモード,,pages,string
pages.marketingIntel.writeback.cfgDryRunDesc,実際のAPI呼び出しなしにシミュレーション,実際のAPI呼び出しなしにシミュレーション,,pages,string
pages.marketingIntel.writeback.cfgApprovalGate,承認ゲート,承認ゲート,,pages,string
pages.marketingIntel.writeback.cfgApprovalGateDesc,高リスク操作に承認必要,高リスク操作に承認必要,,pages,string
pages.marketingIntel.writeback.cfgWebhookNotifyDesc,完了/失敗時にWebhook送信,完了/失敗時にWebhook送信,,pages,string
pages.marketingIntel.writeback.cfgRateLimit,レート制限,レート制限,,pages,string
pages.marketingIntel.writeback.cfgRateLimitDesc,チャネル別APIレート制限,チャネル別APIレート制限,,pages,string
pages.marketingIntel.writeback.cfgAuditLogDesc,コンプライアンス用全操作記録,コンプライアンス用全操作記録,,pages,string
pages.marketingIntel.writeback.badgeSecurity,セキュリティ有効,セキュリティ有効,,pages,string
pages.marketingIntel.writeback.syncRules,AIルール,AIルール,,pages,string
pages.marketingIntel.writeback.demoGuard,デモモード — ライトバック操作不可,デモモード — ライトバック操作不可,,pages,string
pages.marketingIntel.writeback.errNoSku,SKUを入力してください。,SKUを入力してください。,,pages,string
pages.marketingIntel.writeback.errNoPayload,商品JSONを入力してください。,商品JSONを入力してください。,,pages,string
pages.marketingIntel.writeback.approvalCreated,承認が必要です。承認管理で承認してください。,承認が必要です。承認管理で承認してください。,,pages,string
pages.marketingIntel.pageSub,広告成果・精算・クリエイター・SKU収益性・コホート・ESGを統合管理,広告成果・精算・クリエイター・SKU収益性・コホート・ESGを統合管理,,pages,string
pages.marketingIntel.channelKpi.tabGoals,1. 目標・チャネル (Goals),1. 目標・チャネル (Goals),,pages,string
pages.marketingIntel.channelKpi.tabContent,5. コンテンツ設定 (Content),5. コンテンツ設定 (Content),,pages,string
pages.marketingIntel.channelKpi.tabCommunity,6. コミュニティ (Community),6. コミュニティ (Community),,pages,string
pages.marketingIntel.channelKpi.tabMonitor,8. 成果モニタリング (Monitor),8. 成果モニタリング (Monitor),,pages,string
pages.marketingIntel.channelKpi.bizGoalSetting,ビジネス目標設定,ビジネス目標設定,,pages,string
pages.marketingIntel.channelKpi.brandAwareness,ブランド認知度拡大,ブランド認知度拡大,,pages,string
pages.marketingIntel.channelKpi.brandAwarenessDesc,露出とリーチの最大化,露出とリーチの最大化,,pages,string
pages.marketingIntel.channelKpi.webTraffic,ウェブトラフィック誘導,ウェブトラフィック誘導,,pages,string
pages.marketingIntel.channelKpi.webTrafficDesc,ページビューと滞在時間の最大化,ページビューと滞在時間の最大化,,pages,string
pages.marketingIntel.channelKpi.inquiriesPurchases,問い合わせ・購買転換,問い合わせ・購買転換,,pages,string
pages.marketingIntel.channelKpi.inquiriesPurchasesDesc,実質的な売上転換の最大化,実質的な売上転換の最大化,,pages,string
pages.marketingIntel.channelKpi.selectedGoals,選択された目標,選択された目標,,pages,string
pages.marketingIntel.channelKpi.clickSelect,クリックして選択,クリックして選択,,pages,string
pages.marketingIntel.approvals.requestList,📋 承認キュー,📋 承認キュー,,pages,string
pages.marketingIntel.approvals.noRequests,承認リクエストなし,承認リクエストなし,,pages,string
pages.marketingIntel.approvals.noRequestsDesc,AIルールエンジンとAIポリシーからの承認リクエストがリアルタイムで表示されます。,AIルールエンジンとAIポリシーからの承認リクエストがリアルタイムで表示されます。,,pages,string
pages.marketingIntel.approvals.demoGuard,デモモード — ライトバック操作不可,デモモード — ライトバック操作不可,,pages,string
pages.marketingIntel.approvals.tabQueue,承認キュー,承認キュー,,pages,string
pages.marketingIntel.approvals.tabQueueDesc,保留中のリクエスト,保留中のリクエスト,,pages,string
pages.marketingIntel.approvals.tabAuditDesc,決定ログ,決定ログ,,pages,string
pages.marketingIntel.approvals.tabSettingsDesc,ライトバック設定,ライトバック設定,,pages,string
pages.marketingIntel.approvals.noAudit,監査ログなし,監査ログなし,,pages,string
pages.marketingIntel.approvals.noAuditDesc,承認決定と実行ログがリアルタイムで表示されます。,承認決定と実行ログがリアルタイムで表示されます。,,pages,string
pages.marketingIntel.approvals.settingsTitle,⚙ ライトバック設定,⚙ ライトバック設定,,pages,string
pages.marketingIntel.approvals.cfgAutoApprove,低リスク自動承認,低リスク自動承認,,pages,string
pages.marketingIntel.approvals.cfgAutoApproveDesc,低優先度リクエストを自動承認,低優先度リクエストを自動承認,,pages,string
pages.marketingIntel.approvals.cfgRequire2faDesc,承認に2段階認証が必要,承認に2段階認証が必要,,pages,string
pages.marketingIntel.approvals.cfgSlackNotifyDesc,Slackに承認通知を送信,Slackに承認通知を送信,,pages,string
pages.marketingIntel.approvals.cfgEmailNotify,メール通知,メール通知,,pages,string
pages.marketingIntel.approvals.cfgEmailNotifyDesc,保留中の承認時にメール送信,保留中の承認時にメール送信,,pages,string
pages.marketingIntel.approvals.cfgExecDelayDesc,アクション実行前に5分遅延,アクション実行前に5分遅延,,pages,string
pages.marketingIntel.approvals.cfgAuditLogDesc,コンプライアンス用全操作記録,コンプライアンス用全操作記録,,pages,string
pages.marketingIntel.approvals.badgeTotal,総リクエスト,総リクエスト,,pages,string
pages.marketingIntel.approvals.badgeSecurity,セキュリティ有効,セキュリティ有効,,pages,string
pages.marketingIntel.approvals.syncRules,AIルール,AIルール,,pages,string
pages.marketingIntel.approvals.GuardDecide,デモモードでは承認/却下不可,デモモードでは承認/却下不可,,pages,string
pages.marketingIntel.approvals.GuardExecute,デモモードでは実行不可,デモモードでは実行不可,,pages,string
pages.marketingIntel.sidebar.footerLine1,売上 + リスク + ガバナンス,売上 + リスク + ガバナンス,,pages,string
pages.marketingIntel.sidebar.removeFav,お気に入り解除,お気に入り解除,,pages,string
pages.marketingIntel.unified.selectMarkets,🌍 ターゲット市場,🌍 ターゲット市場,,pages,string
pages.marketingIntel.unified.cloneCampaign,キャンペーン複製,キャンペーン複製,,pages,string
pages.marketingIntel.unified.saveTemplate,テンプレート保存,テンプレート保存,,pages,string
pages.marketingIntel.tabs.overviewDesc,プラットフォーム全体の主要指標を一目で,プラットフォーム全体の主要指標を一目で,,pages,string
pages.marketingIntel.tabs.marketing,マーケティング成果,マーケティング成果,,pages,string
pages.marketingIntel.tabs.marketingDesc,広告·キャンペーン統合分析,広告·キャンペーン統合分析,,pages,string
pages.marketingIntel.tabs.channelDesc,チャネル別主要KPI,チャネル別主要KPI,,pages,string
pages.marketingIntel.tabs.commerce,コマース·決済,コマース·決済,,pages,string
pages.marketingIntel.tabs.sales,グローバル売上,グローバル売上,,pages,string
pages.marketingIntel.tabs.influencerDesc,インフルエンサー·UGC成果分析,インフルエンサー·UGC成果分析,,pages,string
pages.marketingIntel.tabs.systemDesc,API·パイプライン·サーバー状態,API·パイプライン·サーバー状態,,pages,string
pages.marketingIntel.tabs.guide,📖 ガイド,📖 ガイド,,pages,string
pages.marketingIntel.tabs.guideDesc,ダッシュボード利用ガイド,ダッシュボード利用ガイド,,pages,string
pages.marketingIntel.kakao.statCamp,総キャンペーン,総キャンペーン,,pages,string
pages.marketingIntel.kakao.exportCsv,CSVエクスポート,CSVエクスポート,,pages,string
pages.marketingIntel.kakao.connectedChannels,接続チャネル,接続チャネル,,pages,string
pages.marketingIntel.kakao.noChannels,カカオチャネルが接続されていません。統合ハブでAPIキーを登録してください。,カカオチャネルが接続されていません。統合ハブでAPIキーを登録してください。,,pages,string
pages.marketingIntel.kakao.goHub,統合ハブへ,統合ハブへ,,pages,string
pages.marketingIntel.kakao.liveSyncStatus,リアルタイムクロスタブ同期有効,リアルタイムクロスタブ同期有効,,pages,string
pages.marketingIntel.kakao.secLockDesc,異常なアクセスが検出されブロックされました。,異常なアクセスが検出されブロックされました。,,pages,string
