path,ko_current,ja_value,ns
pages.marketingIntel.pricingDetail.ent_s6i2,カカオビズボード（大型広告）,カカオビズボード（大型広告）,pages
pages.marketingIntel.pricingDetail.ent_s6i3,WhatsApp高度設定（チャネルAPI）,WhatsApp高度設定（チャネルAPI）,pages
pages.marketingIntel.pricingDetail.ent_s6i4,LINEチャネル高度設定,LINEチャネル高度設定,pages
pages.marketingIntel.pricingDetail.ent_s6i5,AIセグメント高度（カスタム基準）,AIセグメント高度（カスタム基準）,pages
pages.marketingIntel.pricingDetail.ent_s6i6,競合レビュー比較分析,競合レビュー比較分析,pages
pages.marketingIntel.pricingDetail.ent_s7,運用＆ガバナンス全体（新）,運用＆ガバナンス全体（新）,pages
pages.marketingIntel.pricingDetail.ent_s7i1,運用ハブアラート送信（管理者通知）,運用ハブアラート送信（管理者通知）,pages
pages.marketingIntel.pricingDetail.ent_s7i2,3PL削除・契約管理,3PL削除・契約管理,pages
pages.marketingIntel.pricingDetail.ent_s7i3,全監査ログ・CSVエクスポート,全監査ログ・CSVエクスポート,pages
pages.marketingIntel.pricingDetail.ent_s7i4,システムモニタアラート設定,システムモニタアラート設定,pages
pages.marketingIntel.pricingDetail.ent_s7i5,自動レポート生成・予約送信,自動レポート生成・予約送信,pages
pages.marketingIntel.pricingDetail.ent_s7i6,ダッシュボード外部共有・埋め込み,ダッシュボード外部共有・埋め込み,pages
pages.marketingIntel.pricingDetail.ent_s8,Pro全機能含む+無制限,Pro全機能含む+無制限,pages
pages.marketingIntel.pricingDetail.ent_s8i1,Proプラン全機能含む,Proプラン全機能含む,pages
pages.marketingIntel.pricingDetail.ent_s8i2,無制限アカウント・ユーザー・チーム,無制限アカウント・ユーザー・チーム,pages
pages.marketingIntel.pricingDetail.ent_s8i3,優先サポートSLA,優先サポートSLA,pages
pages.marketingIntel.pricingDetail.ent_s8i4,専任オンボーディング・年間研修,専任オンボーディング・年間研修,pages
pages.marketingIntel.pricingDetail.ent_s9,カスタム＆専用サービス,カスタム＆専用サービス,pages
pages.marketingIntel.pricingDetail.ent_s9i1,カスタムダッシュボード設定,カスタムダッシュボード設定,pages
pages.marketingIntel.pricingDetail.ent_s9i2,専任マネージャー配置,専任マネージャー配置,pages
pages.marketingIntel.pricingDetail.ent_s9i3,年間契約ベースのカスタム割引,年間契約ベースのカスタム割引,pages
pages.marketingIntel.pricingDetail.ent_s9i4,カスタム研修・ワークショップ,カスタム研修・ワークショップ,pages
pages.marketingIntel.cmpRow.r2,AI広告クリエイティブ&キャンペーン,AI広告クリエイティブ&キャンペーン,pages
pages.marketingIntel.cmpRow.r3,AI予測（離脱・LTV・購買確率）,AI予測（離脱・LTV・購買確率）,pages
pages.marketingIntel.cmpRow.r5,AIセグメント,AIセグメント,pages
pages.marketingIntel.cmpRow.r6,広告・チャネル分析,広告・チャネル分析,pages
pages.marketingIntel.cmpRow.r8,市場インテリジェンス,市場インテリジェンス,pages
pages.marketingIntel.cmpRow.r9,オムニチャネルメッセージング,オムニチャネルメッセージング,pages
pages.marketingIntel.cmpRow.r10,レビュー&UGC分析,レビュー&UGC分析,pages
pages.marketingIntel.cmpRow.r11,コマースチャネル連携,コマースチャネル連携,pages
pages.marketingIntel.cmpRow.r16,自動化&ルールエンジン,自動化&ルールエンジン,pages
pages.marketingIntel.cmpRow.r18,1st-Partyピクセル・SDK,1st-Partyピクセル・SDK,pages
pages.marketingIntel.cmpRow.r19,広告プラットフォーム連携,広告プラットフォーム連携,pages
pages.marketingIntel.cmpRow.r20,データガバナンス,データガバナンス,pages
pages.marketingIntel.cmpRow.r21,レポート&エクスポート,レポート&エクスポート,pages
pages.marketingIntel.cmpRow.r22,多言語・通貨,多言語・通貨,pages
pages.marketingIntel.cmpRow.r24,バッチジョブ,バッチジョブ,pages
pages.marketingIntel.cmpRow.r27,アカウント数,アカウント数,pages
pages.marketingIntel.cmpRow.r28,カスタマーサポート,カスタマーサポート,pages
pages.actionPresets.sub,プリセット管理,プリセット管理,pages
pages.onboarding.guideSecMarketer,広告連携、アトリビューション、AI、CRM、A/B。,広告連携、アトリビューション、AI、CRM、A/B。,pages
pages.onboarding.roleDev,開発者・IT管理者,開発者・IT管理者,pages
pages.onboarding.stepReturnsDesc,顧客返品申請→検品→再入庫→返金を自動化し、返品原因を分析します。,顧客返品申請→検品→再入庫→返金を自動化し、返品原因を分析します。,pages
pages.onboarding.stepAsiaLogisticsDesc,韓国・日本・東南アジア3PL、関税・通関自動化、多国倉庫管理を設定します。,韓国・日本・東南アジア3PL、関税・通関自動化、多国倉庫管理を設定します。,pages
aiRec.searchPh,例：「ビューティのInstagram広告戦略」またはマーケティング目標を入力,例：「ビューティのInstagram広告戦略」またはマーケティング目標を入力,aiRec
audit.subtitle,完全なアクティビティ履歴 · セキュリティ監視 · コンプライアンスレポート,完全なアクティビティ履歴 · セキュリティ監視 · コンプライアンスレポート,audit
audit.tabAll,すべてのログ,すべてのログ,audit
audit.tabData,データの変更,データの変更,audit
audit.searchLogs,ログを検索…,ログを検索…,audit
audit.colResource,リソース,リソース,audit
audit.colIpAddress,IP アドレス,IP アドレス,audit
audit.statusFailed,失敗しました,失敗しました,audit
audit.exportAudit,監査ログのエクスポート,監査ログのエクスポート,audit
audit.filterByUser,ユーザーごとにフィルター,ユーザーごとにフィルター,audit
audit.filterByAction,アクションによるフィルター,アクションによるフィルター,audit
audit.securityEvents,セキュリティ イベント,セキュリティ イベント,audit
audit.uniqueUsers,ユニーク ユーザー,ユニーク ユーザー,audit
audit.failedAttempts,失敗した試行,失敗した試行,audit
audit.preview,👁 ライブプレビュー,👁 ライブプレビュー,audit
audit.sectionsSelected,選択されたセクション,選択されたセクション,audit
audit.selectToPreview,左側のセクションを選択してプレビューを表示します,左側のセクションを選択してプレビューを表示します,audit
audit.noChannelSelected,チャンネルが選択されていません,チャンネルが選択されていません,audit
audit.noSkuSelected,SKU が選択されていません,SKU が選択されていません,audit
audit.action_ACTION_EXECUTED,アクション実行,アクション実行,audit
audit.action_ALERT_TRIGGERED,アラート発生,アラート発生,audit
audit.action_POLICY_UPDATED,ポリシー更新,ポリシー更新,audit
audit.action_KEY_CREATED,キー作成,キー作成,audit
audit.action_KEY_REVOKED,キー削除,キー削除,audit
audit.action_CONNECTOR_SYNCED,コネクタ同期,コネクタ同期,audit
audit.action_MAPPING_UPDATED,マッピング更新,マッピング更新,audit
audit.action_SETTLEMENT_IMPORTED,精算インポート,精算インポート,audit
audit.action_REPORT_EXPORTED,レポート出力,レポート出力,audit
audit.action_USER_ROLE_CHANGED,ロール変更,ロール変更,audit
audit.action_LOGIN_SUCCESS,ログイン成功,ログイン成功,audit
audit.action_LOGIN_FAILED,ログイン失敗,ログイン失敗,audit
audit.action_DATA_EXPORTED,データエクスポート,データエクスポート,audit
audit.createdDate,作成されました,作成されました,audit
audit.includedSections,含まれるセクション,含まれるセクション,audit
audit.reportTitle,📊 Geniego-ROI 統合レポート,📊 Geniego-ROI 統合レポート,audit
audit.sectionKpi,主要な KPI の概要,主要な KPI の概要,audit
audit.sectionPnl,損益の滝,損益の滝,audit
audit.sectionPnlDesc,コスト構造分析,コスト構造分析,audit
audit.sectionCampaign,キャンペーンのパフォーマンス,キャンペーンのパフォーマンス,audit
audit.sectionCampaignDesc,ROAS · チャネル別の注文,ROAS · チャネル別の注文,audit
audit.sectionCreator,クリエイターのパフォーマンス,クリエイターのパフォーマンス,audit
audit.sectionSkuDesc,商品別マージン・返品率,商品別マージン・返品率,audit
audit.sectionAnomaly,異常の概要,異常の概要,audit
audit.sectionAnomalyDesc,自動検出されたアラート,自動検出されたアラート,audit
audit.kpiRoas,ブレンド ROAS,ブレンド ROAS,audit
audit.colViews,ビュー,ビュー,audit
audit.pnlFees,(-) プラットフォーム料金,(-) プラットフォーム料金,audit
audit.pnlInfluencer,(-) インフルエンサー,(-) インフルエンサー,audit
audit.anomalyTitle,⚠ 異常の概要,⚠ 異常の概要,audit
audit.kpiTitle,📊 主要な KPI,📊 主要な KPI,audit
audit.campaignTitle,📣 キャンペーンのパフォーマンス,📣 キャンペーンのパフォーマンス,audit
audit.creatorTitle,🤝 クリエイターのパフォーマンス,🤝 クリエイターのパフォーマンス,audit
journeyBuilder.pageSub,メール・カカオ・LINE・SMSマルチチャンネル自動化,メール・カカオ・LINE・SMSマルチチャンネル自動化,journeyBuilder
journeyBuilder.noJourneys,ジャーニーがありません。テンプレートから始めましょう！,ジャーニーがありません。テンプレートから始めましょう！,journeyBuilder
journeyBuilder.quickStart,⚡ テンプレートでクイックスタート,⚡ テンプレートでクイックスタート,journeyBuilder
journeyBuilder.myJourneys,📁 マイジャーニー一覧,📁 マイジャーニー一覧,journeyBuilder
journeyBuilder.newJourney,＋ 新規ジャーニー,＋ 新規ジャーニー,journeyBuilder
journeyBuilder.active,🟢 アクティブ,🟢 アクティブ,journeyBuilder
journeyBuilder.draft,⚪ 下書き,⚪ 下書き,journeyBuilder
journeyBuilder.nodeTypes.trigger,🎯 トリガー,🎯 トリガー,journeyBuilder
journeyBuilder.nodeTypes.email,✉️ メール,✉️ メール,journeyBuilder
journeyBuilder.nodeTypes.kakao,💬 カカオ,💬 カカオ,journeyBuilder
journeyBuilder.nodeTypes.ab_test,🧪 A/Bテスト,🧪 A/Bテスト,journeyBuilder
journeyBuilder.nodeTypes.tag,🏷 タグ追加,🏷 タグ追加,journeyBuilder
journeyBuilder.triggerTypes.cart_abandoned,🛒 カート放棄,🛒 カート放棄,journeyBuilder
journeyBuilder.triggerTypes.churned,😴 離脱リスク顧客,😴 離脱リスク顧客,journeyBuilder
journeyBuilder.triggerTypes.segment_entered,📌 セグメント進入,📌 セグメント進入,journeyBuilder
