ns,path,pollution_type,ko_value,ja_value,en_value,ko_length,suggested_ko
ruleEnginePage,ruleEnginePage.wms.combPrefix,LATIN_LONG,Combined Shipment,Combined Shipment,Combined Shipment,17,
ruleEnginePage,ruleEnginePage.wms.combRegTitle,LATIN_LONG,📦 Bundle Request,📦 Bundle Request,📦 Bundle Request,17,
ruleEnginePage,ruleEnginePage.wms.combReqBtn,LATIN_LONG,+ Bundle Request,+ Bundle Request,+ Bundle Request,16,
ruleEnginePage,ruleEnginePage.wms.combShipBtn,LATIN_LONG,🚚 Ship Complete,🚚 Ship Complete,🚚 Ship Complete,16,
ruleEnginePage,ruleEnginePage.wms.combTracking,LATIN_LONG,🚚 Tracking,🚚 Tracking,🚚 Tracking,11,
ruleEnginePage,ruleEnginePage.wms.csvExecuteBtn,LATIN_LONG,Execute Bulk Registration,Execute Bulk Registration,Execute Bulk Registration,25,
ruleEnginePage,ruleEnginePage.wms.csvImportBtn,LATIN_LONG,CSV Bulk Import,CSV Bulk Import,CSV Bulk Import,15,
ruleEnginePage,ruleEnginePage.wms.csvImportDesc,LATIN_LONG,Bulk register SKU/inventory via CSV file. Required columns:,Bulk register SKU/inventory via CSV file. Required columns:,Bulk register SKU/inventory via CSV file. Required columns:,59,
ruleEnginePage,ruleEnginePage.wms.csvImportDone,LATIN_LONG,records imported!,records imported!,records imported!,17,
ruleEnginePage,ruleEnginePage.wms.csvImportTitle,LATIN_LONG,Csv Import Title,Csv Import Title,Csv Import Title,16,
ruleEnginePage,ruleEnginePage.wms.csvMoreRows,LATIN_LONG,Csv More Rows,Csv More Rows,Csv More Rows,13,
ruleEnginePage,ruleEnginePage.wms.csvRowsDetected,LATIN_LONG,records detected,records detected,records detected,16,
ruleEnginePage,ruleEnginePage.wms.exportExcelBtn,LATIN_LONG,Export Excel Btn,Export Excel Btn,Export Excel Btn,16,
ruleEnginePage,ruleEnginePage.wms.invAdjQty,LATIN_LONG,Adjustment Qty,Adjustment Qty,Adjustment Qty,14,
ruleEnginePage,ruleEnginePage.wms.invAdjTitle,LATIN_LONG,🔧 Stock Adjustment (Live),🔧 Stock Adjustment (Live),🔧 Stock Adjustment (Live),26,
ruleEnginePage,ruleEnginePage.wms.invcAddItem,LATIN_LONG,+ Add Item,+ Add Item,+ Add Item,10,
ruleEnginePage,ruleEnginePage.wms.invcBasicInfo,LATIN_LONG,📄 Invoice Info,📄 Invoice Info,📄 Invoice Info,15,
ruleEnginePage,ruleEnginePage.wms.invcColDesc,LATIN_LONG,Description,Description,Description,11,
ruleEnginePage,ruleEnginePage.wms.invcColHs,LATIN_LONG,HS Code,HS Code,HS Code,7,
ruleEnginePage,ruleEnginePage.wms.invcCompanyName,LATIN_LONG,Company/Name,Company/Name,Company/Name,12,
ruleEnginePage,ruleEnginePage.wms.invcCompanyNameLabel,LATIN_LONG,Company/Name,Company/Name,Company/Name,12,
ruleEnginePage,ruleEnginePage.wms.invcConsigneeTitle,LATIN_LONG,📦 Consignee,📦 Consignee,📦 Consignee,12,
ruleEnginePage,ruleEnginePage.wms.invcCopyNo,LATIN_LONG,📋 Copy Number,📋 Copy Number,📋 Copy Number,14,
ruleEnginePage,ruleEnginePage.wms.invcDateLabel,LATIN_LONG,Issue Date,Issue Date,Issue Date,10,
ruleEnginePage,ruleEnginePage.wms.invcDesc,LATIN_LONG,Auto-generate customs invoice,Auto-generate customs invoice,Auto-generate customs invoice,29,
ruleEnginePage,ruleEnginePage.wms.invcExRateLabel,LATIN_LONG,Rate (KRW/{c}),Rate (KRW/{c}),Rate (KRW/{c}),14,
ruleEnginePage,ruleEnginePage.wms.invcItemsTitle,LATIN_LONG,📋 Line Items,📋 Line Items,📋 Line Items,13,
ruleEnginePage,ruleEnginePage.wms.invcNoLabel,LATIN_LONG,Invoice No,Invoice No,Invoice No,10,
ruleEnginePage,ruleEnginePage.wms.invColSafe,LATIN_LONG,Safety Stock,Safety Stock,Safety Stock,12,
ruleEnginePage,ruleEnginePage.wms.invcPrintBtn,LATIN_LONG,🖨️ Print Invoice,🖨️ Print Invoice,🖨️ Print Invoice,17,
ruleEnginePage,ruleEnginePage.wms.invcRemarkPh,LATIN_LONG,Customs notes,Customs notes,Customs notes,13,
ruleEnginePage,ruleEnginePage.wms.invcShipperTitle,LATIN_LONG,🏢 Shipper,🏢 Shipper,🏢 Shipper,10,
ruleEnginePage,ruleEnginePage.wms.invcTitle,LATIN_LONG,🧾 Commercial Invoice,🧾 Commercial Invoice,🧾 Commercial Invoice,21,
ruleEnginePage,ruleEnginePage.wms.invcTrackLabel,LATIN_LONG,Tracking No,Tracking No,Tracking No,11,
ruleEnginePage,ruleEnginePage.wms.invSearchPh,LATIN_LONG,Search SKU or product...,Search SKU or product...,Search SKU or product...,24,
ruleEnginePage,ruleEnginePage.wms.invTableTitle,LATIN_LONG,📦 Warehouse Stock by SKU,📦 Warehouse Stock by SKU,📦 Warehouse Stock by SKU,25,
ruleEnginePage,ruleEnginePage.wms.invTotalStock,LATIN_LONG,Total Stock (pcs) · Live,Total Stock (pcs) · Live,Total Stock (pcs) · Live,24,
ruleEnginePage,ruleEnginePage.wms.ioColRef,LATIN_LONG,Ref No,Ref No,Ref No,6,
ruleEnginePage,ruleEnginePage.wms.ioFilterAdj,LATIN_LONG,Stock Adjustment,Stock Adjustment,Stock Adjustment,16,
ruleEnginePage,ruleEnginePage.wms.ioFilterRetInbound,LATIN_LONG,Return Inbound,Return Inbound,Return Inbound,14,
ruleEnginePage,ruleEnginePage.wms.ioFilterRetOutbound,LATIN_LONG,Return Outbound,Return Outbound,Return Outbound,15,
ruleEnginePage,ruleEnginePage.wms.ioMemoLabel,LATIN_LONG,Reason/Memo,Reason/Memo,Reason/Memo,11,
ruleEnginePage,ruleEnginePage.wms.ioQtyLabel,LATIN_LONG,Qty *,Qty *,Qty *,5,
ruleEnginePage,ruleEnginePage.wms.ioRefPh,LATIN_LONG,Order No or PO No,Order No or PO No,Order No or PO No,17,
ruleEnginePage,ruleEnginePage.wms.ioRegBtn,LATIN_LONG,+ Register In/Out,+ Register In/Out,+ Register In/Out,17,
ruleEnginePage,ruleEnginePage.wms.ioRegTitle,LATIN_LONG,📦 Register In/Out,📦 Register In/Out,📦 Register In/Out,18,
ruleEnginePage,ruleEnginePage.wms.ioReturnReason,LATIN_LONG,Return Reason,Return Reason,Return Reason,13,
ruleEnginePage,ruleEnginePage.wms.ioReturnReasonPh,LATIN_LONG,"Change of mind, defective, etc.","Change of mind, defective, etc.","Change of mind, defective, etc.",31,
ruleEnginePage,ruleEnginePage.wms.ioSaveBtn,LATIN_LONG,💾 Register,💾 Register,💾 Register,11,
ruleEnginePage,ruleEnginePage.wms.ioSearchPh,LATIN_LONG,Search SKU/Product/Ref No...,Search SKU/Product/Ref No...,Search SKU/Product/Ref No...,28,
ruleEnginePage,ruleEnginePage.wms.ioSkuLabel,LATIN_LONG,SKU *,SKU *,SKU *,5,
ruleEnginePage,ruleEnginePage.wms.ioTransferDest,LATIN_LONG,Transfer Destination Warehouse,Transfer Destination Warehouse,Transfer Destination Warehouse,30,
ruleEnginePage,ruleEnginePage.wms.ioTypeLabel,LATIN_LONG,Type *,Type *,Type *,6,
ruleEnginePage,ruleEnginePage.wms.ioUnitLabel,LATIN_LONG,Io Unit Label,Io Unit Label,Io Unit Label,13,
ruleEnginePage,ruleEnginePage.wms.ioWhLabel,LATIN_LONG,Warehouse *,Warehouse *,Warehouse *,11,
ruleEnginePage,ruleEnginePage.wms.lotColId,LATIN_LONG,LOT ID,LOT ID,LOT ID,6,
ruleEnginePage,ruleEnginePage.wms.lotColLotNo,LATIN_LONG,Lot No,Lot No,Lot No,6,
ruleEnginePage,ruleEnginePage.wms.lotColMfg,LATIN_LONG,Mfg Date,Mfg Date,Mfg Date,8,
ruleEnginePage,ruleEnginePage.wms.lotDaysLeft,LATIN_LONG,days left,days left,days left,9,
ruleEnginePage,ruleEnginePage.wms.lotExpireSoon,LATIN_LONG,⚠️ Expiry within 30 days:,⚠️ Expiry within 30 days:,⚠️ Expiry within 30 days:,25,
ruleEnginePage,ruleEnginePage.wms.lotImminent,LATIN_LONG,⚠ Imminent,⚠ Imminent,⚠ Imminent,10,
ruleEnginePage,ruleEnginePage.wms.lotRegDone,LATIN_LONG,✅ Lot registered,✅ Lot registered,✅ Lot registered,16,
ruleEnginePage,ruleEnginePage.wms.lotRegTitle,LATIN_LONG,+ New Lot,+ New Lot,+ New Lot,9,
ruleEnginePage,ruleEnginePage.wms.pendingReceive,LATIN_LONG,Pending Receipt,Pending Receipt,Pending Receipt,15,
ruleEnginePage,ruleEnginePage.wms.pendingShip,LATIN_LONG,Pending Shipment,Pending Shipment,Pending Shipment,16,
ruleEnginePage,ruleEnginePage.wms.permAddBtn,LATIN_LONG,Add Permission,Add Permission,Add Permission,14,
ruleEnginePage,ruleEnginePage.wms.permBtn,LATIN_LONG,Permission Management,Permission Management,Permission Management,21,
ruleEnginePage,ruleEnginePage.wms.permDesc,LATIN_LONG,Control warehouse access permissions by user. Permissions vary by role.,Control warehouse access permissions by user. Permissions vary by role.,Control warehouse access permissions by user. Permissions vary by role.,71,
ruleEnginePage,ruleEnginePage.wms.permEmpty,LATIN_LONG,No permissions registered. Please add users.,No permissions registered. Please add users.,No permissions registered. Please add users.,44,
ruleEnginePage,ruleEnginePage.wms.permTitle,LATIN_LONG,Perm Title,Perm Title,Perm Title,10,
ruleEnginePage,ruleEnginePage.wms.permUserLabel,LATIN_LONG,User Email,User Email,User Email,10,
ruleEnginePage,ruleEnginePage.wms.pickApprPending,LATIN_LONG,🔐 Approval Pending,🔐 Approval Pending,🔐 Approval Pending,19,
ruleEnginePage,ruleEnginePage.wms.pickColId,LATIN_LONG,Pick ID,Pick ID,Pick ID,7,
ruleEnginePage,ruleEnginePage.wms.pickDispatchAppr,LATIN_LONG,🔐 Dispatch,🔐 Dispatch,🔐 Dispatch,11,
ruleEnginePage,ruleEnginePage.wms.pickDispatchConfirm,LATIN_LONG,✅ Approve,✅ Approve,✅ Approve,9,
ruleEnginePage,ruleEnginePage.wms.pickDispatchSub,LATIN_LONG,Approve dispatch?,Approve dispatch?,Approve dispatch?,17,
ruleEnginePage,ruleEnginePage.wms.pickDispatchTitle,LATIN_LONG,Dispatch Approval,Dispatch Approval,Dispatch Approval,17,
ruleEnginePage,ruleEnginePage.wms.pickDispatchWarn,LATIN_LONG,Picking starts after approval.,Picking starts after approval.,Picking starts after approval.,30,
ruleEnginePage,ruleEnginePage.wms.pickPrintBtn,LATIN_LONG,🖨️ Print,🖨️ Print,🖨️ Print,9,
ruleEnginePage,ruleEnginePage.wms.processShipment,LATIN_LONG,Process Shipment,Process Shipment,Process Shipment,16,
ruleEnginePage,ruleEnginePage.wms.recvAllPO,LATIN_LONG,All POs,All POs,All POs,7,
ruleEnginePage,ruleEnginePage.wms.recvColOrderDate,LATIN_LONG,Order Date,Order Date,Order Date,10,
ruleEnginePage,ruleEnginePage.wms.recvColPO,LATIN_LONG,PO No,PO No,PO No,5,
ruleEnginePage,ruleEnginePage.wms.recvColQty,LATIN_LONG,Order Qty,Order Qty,Order Qty,9,
ruleEnginePage,ruleEnginePage.wms.recvConfirmBtn,LATIN_LONG,✅ Confirm Receipt,✅ Confirm Receipt,✅ Confirm Receipt,17,
ruleEnginePage,ruleEnginePage.wms.recvInTransit,LATIN_LONG,In Transit,In Transit,In Transit,10,
ruleEnginePage,ruleEnginePage.wms.recvTotalAmt,LATIN_LONG,Total PO Amt,Total PO Amt,Total PO Amt,12,
ruleEnginePage,ruleEnginePage.wms.registerReceipt,LATIN_LONG,Register Receipt,Register Receipt,Register Receipt,16,
ruleEnginePage,ruleEnginePage.wms.replClickAuto,LATIN_LONG,Click to auto-fill PO,Click to auto-fill PO,Click to auto-fill PO,21,
ruleEnginePage,ruleEnginePage.wms.replColOrderDate,LATIN_LONG,Order Date,Order Date,Order Date,10,
ruleEnginePage,ruleEnginePage.wms.replColPO,LATIN_LONG,PO No,PO No,PO No,5,
ruleEnginePage,ruleEnginePage.wms.replCreateBtn,LATIN_LONG,⚡ Create PO,⚡ Create PO,⚡ Create PO,11,
ruleEnginePage,ruleEnginePage.wms.replDone,LATIN_LONG,✅ PO created,✅ PO created,✅ PO created,12,
ruleEnginePage,ruleEnginePage.wms.replFormTitle,LATIN_LONG,📋 Purchase Order,📋 Purchase Order,📋 Purchase Order,17,
ruleEnginePage,ruleEnginePage.wms.replHistTitle,LATIN_LONG,PO History,PO History,PO History,10,
ruleEnginePage,ruleEnginePage.wms.replNeedTitle,LATIN_LONG,⚡ Reorder needed ({n} types),⚡ Reorder needed ({n} types),⚡ Reorder needed ({n} types),28,
ruleEnginePage,ruleEnginePage.wms.replQtyLabel,LATIN_LONG,Order Qty,Order Qty,Order Qty,9,
ruleEnginePage,ruleEnginePage.wms.replTotal,LATIN_LONG,Est. Total,Est. Total,Est. Total,10,
ruleEnginePage,ruleEnginePage.wms.scanApply,LATIN_LONG,Apply this SKU,Apply this SKU,Apply this SKU,14,
ruleEnginePage,ruleEnginePage.wms.scanBtn,LATIN_LONG,Barcode Scan,Barcode Scan,Barcode Scan,12,
ruleEnginePage,ruleEnginePage.wms.scanCamError,LATIN_LONG,Camera access denied. Check browser permissions.,Camera access denied. Check browser permissions.,Camera access denied. Check browser permissions.,48,
ruleEnginePage,ruleEnginePage.wms.scanDetected,LATIN_LONG,Barcode detected!,Barcode detected!,Barcode detected!,17,
ruleEnginePage,ruleEnginePage.wms.scanScanning,LATIN_LONG,Align barcode to scan area...,Align barcode to scan area...,Align barcode to scan area...,29,
ruleEnginePage,ruleEnginePage.wms.scanTitle,LATIN_LONG,Scan Title,Scan Title,Scan Title,10,
ruleEnginePage,ruleEnginePage.wms.securityBtn,LATIN_LONG,Security Monitor,Security Monitor,Security Monitor,16,
ruleEnginePage,ruleEnginePage.wms.securitySafe,LATIN_LONG,Security Status: Safe,Security Status: Safe,Security Status: Safe,21,
ruleEnginePage,ruleEnginePage.wms.securitySafeDesc,LATIN_LONG,No security threats detected so far.,No security threats detected so far.,No security threats detected so far.,36,
ruleEnginePage,ruleEnginePage.wms.securityTitle,LATIN_LONG,Security Threat Detection Monitor,Security Threat Detection Monitor,Security Threat Detection Monitor,33,
ruleEnginePage,ruleEnginePage.wms.supAddBtn,LATIN_LONG,+ Add Vendor,+ Add Vendor,+ Add Vendor,12,
ruleEnginePage,ruleEnginePage.wms.supCodeLabel,LATIN_LONG,Code *,Code *,Code *,6,
ruleEnginePage,ruleEnginePage.wms.supCodePh,LATIN_LONG,Sup Code Ph,Sup Code Ph,Sup Code Ph,11,
ruleEnginePage,ruleEnginePage.wms.supDrawerTotalAmt,LATIN_LONG,Total Transaction Amount,Total Transaction Amount,Total Transaction Amount,24,
ruleEnginePage,ruleEnginePage.wms.supDrawerTotalPO,LATIN_LONG,Total PO Count,Total PO Count,Total PO Count,14,
ruleEnginePage,ruleEnginePage.wms.supEditBtn,LATIN_LONG,✏️ Edit,✏️ Edit,✏️ Edit,7,
ruleEnginePage,ruleEnginePage.wms.supEditTitle,LATIN_LONG,✏️ Edit Vendor,✏️ Edit Vendor,✏️ Edit Vendor,14,
ruleEnginePage,ruleEnginePage.wms.supLeadLabel,LATIN_LONG,Lead Time (days),Lead Time (days),Lead Time (days),16,
ruleEnginePage,ruleEnginePage.wms.supNameLabel,LATIN_LONG,Company *,Company *,Company *,9,
ruleEnginePage,ruleEnginePage.wms.supNamePh,LATIN_LONG,Sup Name Ph,Sup Name Ph,Sup Name Ph,11,
ruleEnginePage,ruleEnginePage.wms.supNewTitle,LATIN_LONG,➕ New Vendor,➕ New Vendor,➕ New Vendor,12,
ruleEnginePage,ruleEnginePage.wms.supplierAdd,LATIN_LONG,+ Add Supplier,+ Add Supplier,+ Add Supplier,14,
ruleEnginePage,ruleEnginePage.wms.supplierTitle,LATIN_LONG,Supplier Management,Supplier Management,Supplier Management,19,
ruleEnginePage,ruleEnginePage.wms.supPoHistHint,LATIN_LONG,💡 Link PO history via Auto-PO tab.,💡 Link PO history via Auto-PO tab.,💡 Link PO history via Auto-PO tab.,35,
ruleEnginePage,ruleEnginePage.wms.supPoHistory,LATIN_LONG,📋 PO History,📋 PO History,📋 PO History,13,
ruleEnginePage,ruleEnginePage.wms.supSearchPh,LATIN_LONG,Search vendor...,Search vendor...,Search vendor...,16,
ruleEnginePage,ruleEnginePage.wms.supTotalAmt,LATIN_LONG,Total Amount,Total Amount,Total Amount,12,
ruleEnginePage,ruleEnginePage.wms.supTotalAmtLabel,LATIN_LONG,Total Transaction Amount,Total Transaction Amount,Total Transaction Amount,24,
ruleEnginePage,ruleEnginePage.wms.supTotalPO,LATIN_LONG,Total POs,Total POs,Total POs,9,
ruleEnginePage,ruleEnginePage.wms.supTotalPOLabel,LATIN_LONG,Total PO,Total PO,Total PO,8,
ruleEnginePage,ruleEnginePage.wms.supTypeManuf,LATIN_LONG,Manufacturer,Manufacturer,Manufacturer,12,
ruleEnginePage,ruleEnginePage.wms.supTypeRawMat,LATIN_LONG,Raw Materials,Raw Materials,Raw Materials,13,
ruleEnginePage,ruleEnginePage.wms.tabDashboard,LATIN_LONG,Tab Dashboard,Tab Dashboard,Tab Dashboard,13,
ruleEnginePage,ruleEnginePage.wms.tabReturns,LATIN_LONG,Tab Returns,Tab Returns,Tab Returns,11,
ruleEnginePage,ruleEnginePage.wms.tabShipping,LATIN_LONG,Tab Shipping,Tab Shipping,Tab Shipping,12,
ruleEnginePage,ruleEnginePage.wms.totalStock,LATIN_LONG,Total Stock,Total Stock,Total Stock,11,
ruleEnginePage,ruleEnginePage.wms.trackCJ,LATIN_LONG,CJ Logistics,CJ Logistics,CJ Logistics,12,
ruleEnginePage,ruleEnginePage.wms.trackDemoTag,LATIN_LONG,📌 Demo data,📌 Demo data,📌 Demo data,12,
ruleEnginePage,ruleEnginePage.wms.trackDesc1,LATIN_LONG,Shipment Departed,Shipment Departed,Shipment Departed,17,
ruleEnginePage,ruleEnginePage.wms.trackDesc2,LATIN_LONG,Sorting Complete,Sorting Complete,Sorting Complete,16,
ruleEnginePage,ruleEnginePage.wms.trackDesc3,LATIN_LONG,Line-haul Arrived,Line-haul Arrived,Line-haul Arrived,17,
ruleEnginePage,ruleEnginePage.wms.trackEtaToday,LATIN_LONG,ETA: This Afternoon,ETA: This Afternoon,ETA: This Afternoon,19,
ruleEnginePage,ruleEnginePage.wms.trackHJ,LATIN_LONG,Hanjin Express,Hanjin Express,Hanjin Express,14,
ruleEnginePage,ruleEnginePage.wms.trackLoc1,LATIN_LONG,Seoul Gangnam Delivery Center,Seoul Gangnam Delivery Center,Seoul Gangnam Delivery Center,29,
ruleEnginePage,ruleEnginePage.wms.trackLoc2,LATIN_LONG,Metropolitan Hub,Metropolitan Hub,Metropolitan Hub,16,
ruleEnginePage,ruleEnginePage.wms.trackLoc3,LATIN_LONG,Incheon Logistics Center,Incheon Logistics Center,Incheon Logistics Center,24,
ruleEnginePage,ruleEnginePage.wms.trackLoc4,LATIN_LONG,Busan Dispatch Center,Busan Dispatch Center,Busan Dispatch Center,21,
ruleEnginePage,ruleEnginePage.wms.trackLT,LATIN_LONG,Lotte Express,Lotte Express,Lotte Express,13,
ruleEnginePage,ruleEnginePage.wms.trackLZ,LATIN_LONG,Logen Express,Logen Express,Logen Express,13,
ruleEnginePage,ruleEnginePage.wms.trackNumLabel,LATIN_LONG,Tracking No,Tracking No,Tracking No,11,
ruleEnginePage,ruleEnginePage.wms.trackNumPh,LATIN_LONG,Track Num Ph,Track Num Ph,Track Num Ph,12,
ruleEnginePage,ruleEnginePage.wms.trackSearchTitle,LATIN_LONG,🔍 Track by Number,🔍 Track by Number,🔍 Track by Number,18,
ruleEnginePage,ruleEnginePage.wms.whAddBtn,LATIN_LONG,+ Add Warehouse,+ Add Warehouse,+ Add Warehouse,15,
ruleEnginePage,ruleEnginePage.wms.whAreaLabel,LATIN_LONG,Area (㎡),Area (㎡),Area (㎡),8,
ruleEnginePage,ruleEnginePage.wms.whCodeLabel,LATIN_LONG,Warehouse Code *,Warehouse Code *,Warehouse Code *,16,
ruleEnginePage,ruleEnginePage.wms.whCurrentStock,LATIN_LONG,Current Stock,Current Stock,Current Stock,13,
ruleEnginePage,ruleEnginePage.wms.whEditBtn,LATIN_LONG,✏️ Edit,✏️ Edit,✏️ Edit,7,
ruleEnginePage,ruleEnginePage.wms.whEditTitle,LATIN_LONG,✏️ Edit Warehouse,✏️ Edit Warehouse,✏️ Edit Warehouse,17,
ruleEnginePage,ruleEnginePage.wms.whListTitle,LATIN_LONG,🏭 Warehouse List,🏭 Warehouse List,🏭 Warehouse List,17,
ruleEnginePage,ruleEnginePage.wms.whNameLabel,LATIN_LONG,Warehouse Name *,Warehouse Name *,Warehouse Name *,16,
ruleEnginePage,ruleEnginePage.wms.whNameRequired,LATIN_LONG,Warehouse name and code are required.,Warehouse name and code are required.,Warehouse name and code are required.,37,
ruleEnginePage,ruleEnginePage.wms.whNewTitle,LATIN_LONG,➕ Register New Warehouse,➕ Register New Warehouse,➕ Register New Warehouse,24,
ruleEnginePage,ruleEnginePage.wms.whTempCombi,LATIN_LONG,Combination (Room+Cold),Combination (Room+Cold),Combination (Room+Cold),23,
ruleEnginePage,ruleEnginePage.wms.whTempDefault,LATIN_LONG,Room Temp,Room Temp,Room Temp,9,
ruleEnginePage,ruleEnginePage.wms.whTempElec,LATIN_LONG,Electronics Only,Electronics Only,Electronics Only,16,
ruleEnginePage,ruleEnginePage.wms.whTempLabel,LATIN_LONG,Storage Type,Storage Type,Storage Type,12,
ruleEnginePage,ruleEnginePage.wms.whTempRoom,LATIN_LONG,Room Temp,Room Temp,Room Temp,9,
ruleEnginePage,ruleEnginePage.wms.whTypeLabel,LATIN_LONG,Operation Type,Operation Type,Operation Type,14,
ruleEnginePage,ruleEnginePage.wms.wmsAssetValue,LATIN_LONG,Total Inventory Asset Value,Total Inventory Asset Value,Total Inventory Asset Value,27,
ruleEnginePage,ruleEnginePage.wms.wmsBadgeCarrier,LATIN_LONG,Carriers/Express,Carriers/Express,Carriers/Express,16,
ruleEnginePage,ruleEnginePage.wms.wmsBadgeLowStock,LATIN_LONG,⚠️ Low Stock {n} types,⚠️ Low Stock {n} types,⚠️ Low Stock {n} types,22,
ruleEnginePage,ruleEnginePage.wms.wmsBadgeOrders,LATIN_LONG,Orders {n} Linked,Orders {n} Linked,Orders {n} Linked,17,
