keypath,ko_value,ko_class,en_value,en_class,ja_value,ja_class,zh_value,zh_class,zh-TW_value,zh-TW_class,es_value,es_class,fr_value,fr_class,de_value,de_class,pt_value,pt_class,ru_value,ru_class,ar_value,ar_class,hi_value,hi_class,id_value,id_class,th_value,th_class,vi_value,vi_class,n_placeholder,action
pages.marketingIntel.pricingDetail.pro_s10,실시간 환율 + 팀 관리,PASS,Real-time FX + Team Mgmt,PASS,リアルタイム為替+チーム管理,PASS,实时汇率 + 团队管理,PASS,实时汇率 + 团队管理,PASS,Real-time FX + Team Mgmt,PASS,Real-time FX + Team Mgmt,PASS,Real-time FX + Team Mgmt,PASS,Real-time FX + Team Mgmt,PASS,Real-time FX + Team Mgmt,PASS,Real-time FX + Team Mgmt,PASS,Real-time FX + Team Mgmt,PASS,Real-time FX + Team Mgmt,PASS,Real-time FX + Team Mgmt,PASS,Tỷ giá thời gian thực + Quản lý nhóm,PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s10i1,실시간 환율(글로벌 통화),PASS,Real-time Exchange Rate (Global Currency),PASS,リアルタイム為替（グローバル通貨）,PASS,实时汇率（全球货币）,PASS,实时汇率（全球货币）,PASS,Real-time Exchange Rate (Global Currency),PASS,Real-time Exchange Rate (Global Currency),PASS,Real-time Exchange Rate (Global Currency),PASS,Real-time Exchange Rate (Global Currency),PASS,Real-time Exchange Rate (Global Currency),PASS,Real-time Exchange Rate (Global Currency),PASS,Real-time Exchange Rate (Global Currency),PASS,Real-time Exchange Rate (Global Currency),PASS,Real-time Exchange Rate (Global Currency),PASS,Tỷ giá thời gian thực (Đa tiền tệ),PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s10i2,팀 활동 감사,PASS,Team Activity Audit,PASS,チームアクティビティ監査,PASS,团队活动审计,PASS,团队活动审计,PASS,Team Activity Audit,PASS,Team Activity Audit,PASS,Team Activity Audit,PASS,Team Activity Audit,PASS,Team Activity Audit,PASS,Team Activity Audit,PASS,Team Activity Audit,PASS,Team Activity Audit,PASS,Team Activity Audit,PASS,Kiểm tra hoạt động nhóm,PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s10i3,시스템 상태·API 모니터링,PASS,System Status·API Monitoring,PASS,システム状態・APIモニタリング,PASS,系统状态·API监控,PASS,系统状态·API监控,PASS,System Status·API Monitoring,PASS,System Status·API Monitoring,PASS,System Status·API Monitoring,PASS,System Status·API Monitoring,PASS,System Status·API Monitoring,PASS,System Status·API Monitoring,PASS,System Status·API Monitoring,PASS,System Status·API Monitoring,PASS,System Status·API Monitoring,PASS,Trạng thái hệ thống·Giám sát API,PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s10i4,배치 작업 실행·재처리,PASS,Batch Job Run·Reprocess,PASS,バッチジョブ実行・再処理,PASS,批处理任务执行·重新处理,PASS,批处理任务执行·重新处理,PASS,Batch Job Run·Reprocess,PASS,Batch Job Run·Reprocess,PASS,Batch Job Run·Reprocess,PASS,Batch Job Run·Reprocess,PASS,Batch Job Run·Reprocess,PASS,Batch Job Run·Reprocess,PASS,Batch Job Run·Reprocess,PASS,Batch Job Run·Reprocess,PASS,Batch Job Run·Reprocess,PASS,Chạy batch·Xử lý lại,PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s1i1,이탈·LTV·구매 확률 예측,PASS,Churn·LTV·Purchase Probability Forecast,PASS,離脱・LTV・購買確率予測,PASS,流失·LTV·购买概率预测,PASS,流失·LTV·购买概率预测,PASS,Churn·LTV·Purchase Probability Forecast,PASS,Churn·LTV·Purchase Probability Forecast,PASS,Churn·LTV·Purchase Probability Forecast,PASS,Churn·LTV·Purchase Probability Forecast,PASS,Churn·LTV·Purchase Probability Forecast,PASS,Churn·LTV·Purchase Probability Forecast,PASS,Churn·LTV·Purchase Probability Forecast,PASS,Churn·LTV·Purchase Probability Forecast,PASS,Churn·LTV·Purchase Probability Forecast,PASS,Dự báo rời bỏ·LTV·Xác suất mua,PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s1i2,그래프 스코어링,PASS,Graph Scoring,PASS,グラフスコアリング,PASS,图形评分,PASS,图形评分,PASS,Graph Scoring,PASS,Graph Scoring,PASS,Graph Scoring,PASS,Graph Scoring,PASS,Graph Scoring,PASS,Graph Scoring,PASS,Graph Scoring,PASS,Graph Scoring,PASS,Graph Scoring,PASS,Chấm điểm đồ thị,PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s1i3,넥스트 베스트 액션 추천,PASS,Next Best Action Recommendation,PASS,ネクストベストアクション推奨,PASS,下一最佳行动推荐,PASS,下一最佳行动推荐,PASS,Next Best Action Recommendation,PASS,Next Best Action Recommendation,PASS,Next Best Action Recommendation,PASS,Next Best Action Recommendation,PASS,Next Best Action Recommendation,PASS,Next Best Action Recommendation,PASS,Next Best Action Recommendation,PASS,Next Best Action Recommendation,PASS,Next Best Action Recommendation,PASS,Đề xuất hành động tối ưu,PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s1i4,,MISSING,Product Recommendation AI,PASS,商品推奨AI,PASS,产品推荐AI,PASS,产品推荐AI,PASS,Product Recommendation AI,PASS,Product Recommendation AI,PASS,Product Recommendation AI,PASS,Product Recommendation AI,PASS,Product Recommendation AI,PASS,Product Recommendation AI,PASS,Product Recommendation AI,PASS,Product Recommendation AI,PASS,Product Recommendation AI,PASS,AI đề xuất sản phẩm,PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s1i5,AI 광고 인사이트,PASS,AI Ad Insights,PASS,AI広告インサイト,PASS,AI广告洞察,PASS,AI广告洞察,PASS,AI Ad Insights,PASS,AI Ad Insights,PASS,AI Ad Insights,PASS,AI Ad Insights,PASS,AI Ad Insights,PASS,AI Ad Insights,PASS,AI Ad Insights,PASS,AI Ad Insights,PASS,AI Ad Insights,PASS,AI Insight quảng cáo,PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s1i6,AI 세그먼트(VIP·이탈 리스크·잠재 VIP 자동 분류),PASS,AI Segment (VIP·Churn Risk·Potential VIP Auto-classify),PASS,AIセグメント（VIP・離脱リスク・潜在VIP自動分類）,PASS,AI细分（VIP·流失风险·潜在VIP自动分类）,PASS,AI细分（VIP·流失风险·潜在VIP自动分类）,PASS,AI Segment (VIP·Churn Risk·Potential VIP Auto-classify),PASS,AI Segment (VIP·Churn Risk·Potential VIP Auto-classify),PASS,AI Segment (VIP·Churn Risk·Potential VIP Auto-classify),PASS,AI Segment (VIP·Churn Risk·Potential VIP Auto-classify),PASS,AI Segment (VIP·Churn Risk·Potential VIP Auto-classify),PASS,AI Segment (VIP·Churn Risk·Potential VIP Auto-classify),PASS,AI Segment (VIP·Churn Risk·Potential VIP Auto-classify),PASS,AI Segment (VIP·Churn Risk·Potential VIP Auto-classify),PASS,AI Segment (VIP·Churn Risk·Potential VIP Auto-classify),PASS,AI Phân khúc (VIP·Rủi ro·Tiềm năng tự phân loại),PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s2,고객 여정 빌더(신규),PASS,Customer Journey Builder (New),PASS,カスタマージャーニービルダー（新）,PASS,客户旅程构建器（新）,PASS,客户旅程构建器（新）,PASS,Customer Journey Builder (New),PASS,Customer Journey Builder (New),PASS,Customer Journey Builder (New),PASS,Customer Journey Builder (New),PASS,Customer Journey Builder (New),PASS,Customer Journey Builder (New),PASS,Customer Journey Builder (New),PASS,Customer Journey Builder (New),PASS,Customer Journey Builder (New),PASS,Hành trình khách hàng (Mới),PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s2i1,여정 캔버스(드래그 앤 드롭),PASS,Journey Canvas (Drag & Drop),PASS,ジャーニーキャンバス（ドラッグ＆ドロップ）,PASS,旅程画布（拖放）,PASS,旅程画布（拖放）,PASS,Journey Canvas (Drag & Drop),PASS,Journey Canvas (Drag & Drop),PASS,Journey Canvas (Drag & Drop),PASS,Journey Canvas (Drag & Drop),PASS,Journey Canvas (Drag & Drop),PASS,Journey Canvas (Drag & Drop),PASS,Journey Canvas (Drag & Drop),PASS,Journey Canvas (Drag & Drop),PASS,Journey Canvas (Drag & Drop),PASS,Canvas hành trình (Kéo thả),PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s2i2,트리거 설정·액션 노드 관리,PASS,Trigger Setup·Action Node Management,PASS,トリガー設定・アクションノード管理,PASS,触发器设置·动作节点管理,PASS,触发器设置·动作节点管理,PASS,Trigger Setup·Action Node Management,PASS,Trigger Setup·Action Node Management,PASS,Trigger Setup·Action Node Management,PASS,Trigger Setup·Action Node Management,PASS,Trigger Setup·Action Node Management,PASS,Trigger Setup·Action Node Management,PASS,Trigger Setup·Action Node Management,PASS,Trigger Setup·Action Node Management,PASS,Trigger Setup·Action Node Management,PASS,Thiết lập trigger·Quản lý node,PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s2i3,여정 성과 통계 분석,PASS,Journey Performance Stats Analysis,PASS,ジャーニーパフォーマンス統計分析,PASS,旅程绩效统计分析,PASS,旅程绩效统计分析,PASS,Journey Performance Stats Analysis,PASS,Journey Performance Stats Analysis,PASS,Journey Performance Stats Analysis,PASS,Journey Performance Stats Analysis,PASS,Journey Performance Stats Analysis,PASS,Journey Performance Stats Analysis,PASS,Journey Performance Stats Analysis,PASS,Journey Performance Stats Analysis,PASS,Journey Performance Stats Analysis,PASS,Phân tích thống kê hành trình,PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s2i4,A/B 테스트(이메일·팝업),PASS,A/B Test (Email·Popup),PASS,A/Bテスト（メール・ポップアップ）,PASS,A/B测试（邮件·弹窗）,PASS,A/B测试（邮件·弹窗）,PASS,A/B Test (Email·Popup),PASS,A/B Test (Email·Popup),PASS,A/B Test (Email·Popup),PASS,A/B Test (Email·Popup),PASS,A/B Test (Email·Popup),PASS,A/B Test (Email·Popup),PASS,A/B Test (Email·Popup),PASS,A/B Test (Email·Popup),PASS,A/B Test (Email·Popup),PASS,A/B Test (Email·Popup),PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s3,글로벌 채널 전체(신규),PASS,Global Channel All (New),PASS,グローバルチャネル全体（新）,PASS,全球渠道全部（新）,PASS,全球渠道全部（新）,PASS,Global Channel All (New),PASS,Global Channel All (New),PASS,Global Channel All (New),PASS,Global Channel All (New),PASS,Global Channel All (New),PASS,Global Channel All (New),PASS,Global Channel All (New),PASS,Global Channel All (New),PASS,Global Channel All (New),PASS,Kênh toàn cầu (Mới),PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s3i1,Shopify·Amazon·LINE Ads 연동,PASS,Shopify·Amazon·LINE Ads Integration,PASS,Shopify・Amazon・LINE Ads連携,PASS,Shopify·Amazon·LINE Ads集成,PASS,Shopify·Amazon·LINE Ads集成,PASS,Shopify·Amazon·LINE Ads Integration,PASS,Shopify·Amazon·LINE Ads Integration,PASS,Shopify·Amazon·LINE Ads Integration,PASS,Shopify·Amazon·LINE Ads Integration,PASS,Shopify·Amazon·LINE Ads Integration,PASS,Shopify·Amazon·LINE Ads Integration,PASS,Shopify·Amazon·LINE Ads Integration,PASS,Shopify·Amazon·LINE Ads Integration,PASS,Shopify·Amazon·LINE Ads Integration,PASS,Tích hợp Shopify·Amazon·LINE Ads,PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s3i2,WhatsApp 브로드캐스트·자동화,PASS,WhatsApp Broadcast·Automation,PASS,WhatsAppブロードキャスト・自動化,PASS,WhatsApp广播·自动化,PASS,WhatsApp广播·自动化,PASS,WhatsApp Broadcast·Automation,PASS,WhatsApp Broadcast·Automation,PASS,WhatsApp Broadcast·Automation,PASS,WhatsApp Broadcast·Automation,PASS,WhatsApp Broadcast·Automation,PASS,WhatsApp Broadcast·Automation,PASS,WhatsApp Broadcast·Automation,PASS,WhatsApp Broadcast·Automation,PASS,WhatsApp Broadcast·Automation,PASS,WhatsApp Broadcast·Tự động hóa,PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s3i3,Instagram DM·Facebook DM·DM 캠페인,PASS,Instagram DM·Facebook DM·DM Campaign,PASS,Instagram DM・Facebook DM・DMキャンペーン,PASS,Instagram DM·Facebook DM·DM活动,PASS,Instagram DM·Facebook DM·DM活动,PASS,Instagram DM·Facebook DM·DM Campaign,PASS,Instagram DM·Facebook DM·DM Campaign,PASS,Instagram DM·Facebook DM·DM Campaign,PASS,Instagram DM·Facebook DM·DM Campaign,PASS,Instagram DM·Facebook DM·DM Campaign,PASS,Instagram DM·Facebook DM·DM Campaign,PASS,Instagram DM·Facebook DM·DM Campaign,PASS,Instagram DM·Facebook DM·DM Campaign,PASS,Instagram DM·Facebook DM·DM Campaign,PASS,Instagram DM·Facebook DM·Chiến dịch DM,PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s3i4,LINE 메시지 캠페인·통계,PASS,LINE Message Campaign·Statistics,PASS,LINEメッセージキャンペーン・統計,PASS,LINE消息活动·统计,PASS,LINE消息活动·统计,PASS,LINE Message Campaign·Statistics,PASS,LINE Message Campaign·Statistics,PASS,LINE Message Campaign·Statistics,PASS,LINE Message Campaign·Statistics,PASS,LINE Message Campaign·Statistics,PASS,LINE Message Campaign·Statistics,PASS,LINE Message Campaign·Statistics,PASS,LINE Message Campaign·Statistics,PASS,LINE Message Campaign·Statistics,PASS,Chiến dịch LINE Message·Thống kê,PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s3i5,팝업 A/B 테스트·트리거 설정,PASS,Popup A/B Test·Trigger Setup,PASS,ポップアップA/Bテスト・トリガー設定,PASS,弹窗A/B测试·触发器设置,PASS,弹窗A/B测试·触发器设置,PASS,Popup A/B Test·Trigger Setup,PASS,Popup A/B Test·Trigger Setup,PASS,Popup A/B Test·Trigger Setup,PASS,Popup A/B Test·Trigger Setup,PASS,Popup A/B Test·Trigger Setup,PASS,Popup A/B Test·Trigger Setup,PASS,Popup A/B Test·Trigger Setup,PASS,Popup A/B Test·Trigger Setup,PASS,Popup A/B Test·Trigger Setup,PASS,Popup A/B Test·Trigger,PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s4,고급 WMS + 커머스 확장,PASS,Advanced WMS + Commerce Expansion,PASS,高度なWMS+コマース拡張,PASS,高级WMS + 商务扩展,PASS,高级WMS + 商务扩展,PASS,Advanced WMS + Commerce Expansion,PASS,Advanced WMS + Commerce Expansion,PASS,Advanced WMS + Commerce Expansion,PASS,Advanced WMS + Commerce Expansion,PASS,Advanced WMS + Commerce Expansion,PASS,Advanced WMS + Commerce Expansion,PASS,Advanced WMS + Commerce Expansion,PASS,Advanced WMS + Commerce Expansion,PASS,Advanced WMS + Commerce Expansion,PASS,WMS nâng cao + Mở rộng,PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s4i1,재고 조정·로케이션 관리·바코드 연동,PASS,Stock Adjustment·Location Mgmt·Barcode Integration,PASS,在庫調整・ロケーション管理・バーコード連携,PASS,库存调整·位置管理·条码集成,PASS,库存调整·位置管理·条码集成,PASS,Stock Adjustment·Location Mgmt·Barcode Integration,PASS,Stock Adjustment·Location Mgmt·Barcode Integration,PASS,Stock Adjustment·Location Mgmt·Barcode Integration,PASS,Stock Adjustment·Location Mgmt·Barcode Integration,PASS,Stock Adjustment·Location Mgmt·Barcode Integration,PASS,Stock Adjustment·Location Mgmt·Barcode Integration,PASS,Stock Adjustment·Location Mgmt·Barcode Integration,PASS,Stock Adjustment·Location Mgmt·Barcode Integration,PASS,Stock Adjustment·Location Mgmt·Barcode Integration,PASS,Điều chỉnh tồn kho·Vị trí·Barcode,PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s4i2,월별 정산 연동·세금계산서·결제 승인,PASS,Monthly Settlement Integration·Tax Invoice·Payment Approval,PASS,月次精算連携・税金請求書・決済承認,PASS,月度结算集成·税务发票·支付审批,PASS,月度结算集成·税务发票·支付审批,PASS,Monthly Settlement Integration·Tax Invoice·Payment Approval,PASS,Monthly Settlement Integration·Tax Invoice·Payment Approval,PASS,Monthly Settlement Integration·Tax Invoice·Payment Approval,PASS,Monthly Settlement Integration·Tax Invoice·Payment Approval,PASS,Monthly Settlement Integration·Tax Invoice·Payment Approval,PASS,Monthly Settlement Integration·Tax Invoice·Payment Approval,PASS,Monthly Settlement Integration·Tax Invoice·Payment Approval,PASS,Monthly Settlement Integration·Tax Invoice·Payment Approval,PASS,Monthly Settlement Integration·Tax Invoice·Payment Approval,PASS,Tích hợp quyết toán·Hóa đơn thuế·Phê duyệt,PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s4i3,3PL 추가·편집,PASS,3PL Add·Edit,PASS,3PL追加・編集,PASS,3PL添加·编辑,PASS,3PL添加·编辑,PASS,3PL Add·Edit,PASS,3PL Add·Edit,PASS,3PL Add·Edit,PASS,3PL Add·Edit,PASS,3PL Add·Edit,PASS,3PL Add·Edit,PASS,3PL Add·Edit,PASS,3PL Add·Edit,PASS,3PL Add·Edit,PASS,Thêm·Sửa 3PL,PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s4i4,수집 로그 기본 표시,PASS,Collection Log Basic View,PASS,収集ログ基本表示,PASS,采集日志基础查看,PASS,采集日志基础查看,PASS,Collection Log Basic View,PASS,Collection Log Basic View,PASS,Collection Log Basic View,PASS,Collection Log Basic View,PASS,Collection Log Basic View,PASS,Collection Log Basic View,PASS,Collection Log Basic View,PASS,Collection Log Basic View,PASS,Collection Log Basic View,PASS,Xem nhật ký thu thập,PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s5,AI 룰 엔진 & 자동화(신규),PASS,AI Rule Engine & Automation (New),PASS,AIルールエンジン＆自動化（新）,PASS,AI规则引擎与自动化（新）,PASS,AI规则引擎与自动化（新）,PASS,AI Rule Engine & Automation (New),PASS,AI Rule Engine & Automation (New),PASS,AI Rule Engine & Automation (New),PASS,AI Rule Engine & Automation (New),PASS,AI Rule Engine & Automation (New),PASS,AI Rule Engine & Automation (New),PASS,AI Rule Engine & Automation (New),PASS,AI Rule Engine & Automation (New),PASS,AI Rule Engine & Automation (New),PASS,AI Rule Engine & Tự động hóa (Mới),PASS,0,skip
pages.marketingIntel.pricingDetail.pro_s5i1,AI 정책 설정·규칙 목록·테스트,PASS,AI Policy Setup·Rule List·Test,PASS,AIポリシー設定・ルール一覧・テスト,PASS,AI策略设置·规则列表·测试,PASS,AI策略设置·规则列表·测试,PASS,AI Policy Setup·Rule List·Test,PASS,AI Policy Setup·Rule List·Test,PASS,AI Policy Setup·Rule List·Test,PASS,AI Policy Setup·Rule List·Test,PASS,AI Policy Setup·Rule List·Test,PASS,AI Policy Setup·Rule List·Test,PASS,AI Policy Setup·Rule List·Test,PASS,AI Policy Setup·Rule List·Test,PASS,AI Policy Setup·Rule List·Test,PASS,Thiết lập AI Policy·Danh sách Rule·Test,PASS,0,skip
