keypath,pattern,action,ko_pass,n_locales_pass,n_locales_placeholder,n_locales_missing,ko_value,ko_class,en_value,en_class,ja_value,ja_class,zh_value,zh_class,zh-TW_value,zh-TW_class,es_value,es_class,fr_value,fr_class,de_value,de_class,pt_value,pt_class,ru_value,ru_class,ar_value,ar_class,hi_value,hi_class,id_value,id_class,th_value,th_class,vi_value,vi_class
pages.marketingIntel.kakao.guideTplName,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,テンプレート,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,テンプレート,PASS,テンプレート,PASS,,MISSING
pages.marketingIntel.kakao.lblCode,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,코드:,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,코드:,PASS,코드:,PASS,,MISSING
pages.marketingIntel.kakao.lblContent,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,내용:,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,내용:,PASS,내용:,PASS,,MISSING
pages.marketingIntel.kakao.lblType,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,타입:,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,타입:,PASS,타입:,PASS,,MISSING
pages.marketingIntel.kakao.liveSyncStatus,PAT_X,skip,1,15,0,0,실시간 크로스 탭 동기화 활성화,PASS,Real-time cross-tab sync active — data from all menus is reflected in real-time.,PASS,リアルタイムクロスタブ同期有効,PASS,实时跨标签同步已激活,PASS,Real-time cross-tab sync active — data from all menus is reflected in real-time.,PASS,Real-time cross-tab sync active — data from all menus is reflected in real-time.,PASS,Real-time cross-tab sync active — data from all menus is reflected in real-time.,PASS,Echtzeit-Cross-Tab-Sync aktiv,PASS,Real-time cross-tab sync active — data from all menus is reflected in real-time.,PASS,Real-time cross-tab sync active — data from all menus is reflected in real-time.,PASS,Real-time cross-tab sync active — data from all menus is reflected in real-time.,PASS,Real-time cross-tab sync active — data from all menus is reflected in real-time.,PASS,Real-time cross-tab sync active — data from all menus is reflected in real-time.,PASS,Real-time cross-tab sync active — data from all menus is reflected in real-time.,PASS,Đồng bộ thời gian thực đang hoạt động,PASS
pages.marketingIntel.kakao.msgCampDone,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,✅ 캠페인 생성 완료,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,✅ 캠페인 생성 완료,PASS,✅ 캠페인 생성 완료,PASS,,MISSING
pages.marketingIntel.kakao.msgSaveDone,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,✅ 설정이 저장되었습니다,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,✅ 설정이 저장되었습니다,PASS,✅ 설정이 저장되었습니다,PASS,,MISSING
pages.marketingIntel.kakao.msgSaveFail,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,❌ 저장 실패: ,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,❌ 저장 실패: ,PASS,❌ 저장 실패: ,PASS,,MISSING
pages.marketingIntel.kakao.msgSendConfirm,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,알림톡을 발송하시겠습니까?,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,알림톡을 발송하시겠습니까?,PASS,알림톡을 발송하시겠습니까?,PASS,,MISSING
pages.marketingIntel.kakao.msgSendFail2,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,실패: ,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,실패: ,PASS,실패: ,PASS,,MISSING
pages.marketingIntel.kakao.msgSendFailT,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,❌ 발송 실패,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,❌ 발송 실패,PASS,❌ 발송 실패,PASS,,MISSING
pages.marketingIntel.kakao.msgSendMock,PAT_D,translate,0,0,3,12,,MISSING,,MISSING,,MISSING,,MISSING,[테스트] ,P7,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,[테스트] ,P7,[테스트] ,P7,,MISSING
pages.marketingIntel.kakao.msgSendSucc,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,발송 완료 (성공:,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,발송 완료 (성공:,PASS,발송 완료 (성공:,PASS,,MISSING
pages.marketingIntel.kakao.msgTestDone,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,발송 완료,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,발송 완료,PASS,발송 완료,PASS,,MISSING
pages.marketingIntel.kakao.msgTestPhone,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,전화번호를 입력하세요,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,전화번호를 입력하세요,PASS,전화번호를 입력하세요,PASS,,MISSING
pages.marketingIntel.kakao.msgTplReq,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,"❌ 템플릿 코드, 이름, 내용 필수",PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,"❌ 템플릿 코드, 이름, 내용 필수",PASS,"❌ 템플릿 코드, 이름, 내용 필수",PASS,,MISSING
pages.marketingIntel.kakao.noChannels,PAT_X,skip,1,15,0,0,카카오 채널이 연결되지 않았습니다. 통합 허브에서 API 키를 등록해주세요.,PASS,No Kakao channels connected. Register API keys in the Integration Hub.,PASS,カカオチャネルが接続されていません。統合ハブでAPIキーを登録してください。,PASS,尚未连接Kakao频道。请在集成中心注册API密钥。,PASS,No Kakao channels connected. Register API keys in the Integration Hub.,PASS,No Kakao channels connected. Register API keys in the Integration Hub.,PASS,No Kakao channels connected. Register API keys in the Integration Hub.,PASS,Kein Kakao-Kanal verbunden.,PASS,No Kakao channels connected. Register API keys in the Integration Hub.,PASS,No Kakao channels connected. Register API keys in the Integration Hub.,PASS,No Kakao channels connected. Register API keys in the Integration Hub.,PASS,No Kakao channels connected. Register API keys in the Integration Hub.,PASS,No Kakao channels connected. Register API keys in the Integration Hub.,PASS,No Kakao channels connected. Register API keys in the Integration Hub.,PASS,Chưa kết nối kênh Kakao.,PASS
pages.marketingIntel.kakao.optAll,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,모든 고객 (전화번호 보유),PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,모든 고객 (전화번호 보유),PASS,모든 고객 (전화번호 보유),PASS,,MISSING
pages.marketingIntel.kakao.optAt,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,알림톡 (AT),PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,알림톡 (AT),PASS,알림톡 (AT),PASS,,MISSING
pages.marketingIntel.kakao.optFt,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,친구톡 (FT),PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,친구톡 (FT),PASS,친구톡 (FT),PASS,,MISSING
pages.marketingIntel.kakao.optSel,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,-- 선택 --,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,-- 선택 --,PASS,-- 선택 --,PASS,,MISSING
pages.marketingIntel.kakao.pApi,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,비즈니스 REST API Key,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,비즈니스 REST API Key,PASS,비즈니스 REST API Key,PASS,,MISSING
pages.marketingIntel.kakao.pContent,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,"안녕하세요 {{name}}님,주문이 정상적으로 접수되었습니다.주문번호: #{order_no}",PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,"안녕하세요 {{name}}님,주문이 정상적으로 접수되었습니다.주문번호: #{order_no}",PASS,"안녕하세요 {{name}}님,주문이 정상적으로 접수되었습니다.주문번호: #{order_no}",PASS,,MISSING
pages.marketingIntel.kakao.pCustName,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,고객명,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,고객명,PASS,고객명,PASS,,MISSING
pages.marketingIntel.kakao.pId,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,@handle,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,@handle,PASS,@handle,PASS,,MISSING
pages.marketingIntel.kakao.pName,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,예: 우리매장 공식채널,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,예: 우리매장 공식채널,PASS,예: 우리매장 공식채널,PASS,,MISSING
pages.marketingIntel.kakao.pPhone,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,010-0000-0000,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,010-0000-0000,PASS,010-0000-0000,PASS,,MISSING
pages.marketingIntel.kakao.pSender,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,40자리 발신키,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,40자리 발신키,PASS,40자리 발신키,PASS,,MISSING
pages.marketingIntel.kakao.pTplCode,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,예: ORDER_COMPLETE,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,예: ORDER_COMPLETE,PASS,예: ORDER_COMPLETE,PASS,,MISSING
pages.marketingIntel.kakao.pTplName,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,주문 완료 안내,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,주문 완료 안내,PASS,주문 완료 안내,PASS,,MISSING
pages.marketingIntel.kakao.schedDate,PAT_X,skip,0,14,0,1,,MISSING,Send Date/Time,PASS,送信予定日時,PASS,发送日期时间,PASS,送信予定日時,PASS,Send Date/Time,PASS,Send Date/Time,PASS,Versanddatum/-zeit,PASS,Send Date/Time,PASS,Send Date/Time,PASS,Send Date/Time,PASS,Send Date/Time,PASS,送信予定日時,PASS,送信予定日時,PASS,Ngày giờ gửi,PASS
pages.marketingIntel.kakao.schedSend,PAT_X,skip,0,14,0,1,,MISSING,Scheduled Send,PASS,予約送信,PASS,定时发送,PASS,予約送信,PASS,Scheduled Send,PASS,Scheduled Send,PASS,Geplanter Versand,PASS,Scheduled Send,PASS,Scheduled Send,PASS,Scheduled Send,PASS,Scheduled Send,PASS,予約送信,PASS,予約送信,PASS,Gửi theo lịch,PASS
pages.marketingIntel.kakao.schedSet,PAT_X,skip,0,14,0,1,,MISSING,Set Schedule,PASS,予約設定,PASS,设置定时,PASS,予約設定,PASS,Set Schedule,PASS,Set Schedule,PASS,Zeitplan festlegen,PASS,Set Schedule,PASS,Set Schedule,PASS,Set Schedule,PASS,Set Schedule,PASS,予約設定,PASS,予約設定,PASS,Đặt lịch,PASS
pages.marketingIntel.kakao.secLockDesc,PAT_X,skip,1,15,0,0,비정상 접근이 감지되어 차단되었습니다.,PASS,Abnormal access detected and blocked. Please try again shortly.,PASS,異常なアクセスが検出されブロックされました。,PASS,检测到异常访问并已阻止。,PASS,Abnormal access detected and blocked. Please try again shortly.,PASS,Abnormal access detected and blocked. Please try again shortly.,PASS,Abnormal access detected and blocked. Please try again shortly.,PASS,Ungewöhnlicher Zugriff erkannt.,PASS,Abnormal access detected and blocked. Please try again shortly.,PASS,Abnormal access detected and blocked. Please try again shortly.,PASS,Abnormal access detected and blocked. Please try again shortly.,PASS,Abnormal access detected and blocked. Please try again shortly.,PASS,Abnormal access detected and blocked. Please try again shortly.,PASS,Abnormal access detected and blocked. Please try again shortly.,PASS,Phát hiện truy cập bất thường.,PASS
pages.marketingIntel.kakao.secLockTitle,PAT_X,skip,1,15,0,0,보안 경고 감지,PASS,Security Alert Detected,PASS,セキュリティ警告検出,PASS,安全警报,PASS,Security Alert Detected,PASS,Security Alert Detected,PASS,Security Alert Detected,PASS,Sicherheitswarnung,PASS,Security Alert Detected,PASS,Security Alert Detected,PASS,Security Alert Detected,PASS,Security Alert Detected,PASS,Security Alert Detected,PASS,Security Alert Detected,PASS,Cảnh báo Bảo mật,PASS
pages.marketingIntel.kakao.setDesc,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,카카오 알림톡을 사용하려면 카카오 비즈니스에서 채널을 개설하고 발신키를 발급받으세요.,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,카카오 알림톡을 사용하려면 카카오 비즈니스에서 채널을 개설하고 발신키를 발급받으세요.,PASS,카카오 알림톡을 사용하려면 카카오 비즈니스에서 채널을 개설하고 발신키를 발급받으세요.,PASS,,MISSING
pages.marketingIntel.kakao.setMode,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,발송 모드,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,발송 모드,PASS,발송 모드,PASS,,MISSING
pages.marketingIntel.kakao.setTit,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,💬 카카오 비즈니스 채널 설정,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,💬 카카오 비즈니스 채널 설정,PASS,💬 카카오 비즈니스 채널 설정,PASS,,MISSING
pages.marketingIntel.kakao.statCamp,PAT_X,skip,1,15,0,0,총 캠페인,PASS,Total Campaigns,PASS,総キャンペーン,PASS,总活动,PASS,Total Campaigns,PASS,Total Campaigns,PASS,Total Campaigns,PASS,Kampagnen gesamt,PASS,Total Campaigns,PASS,Total Campaigns,PASS,Total Campaigns,PASS,Total Campaigns,PASS,Total Campaigns,PASS,Total Campaigns,PASS,Tổng chiến dịch,PASS
pages.marketingIntel.kakao.statFail,PAT_X,skip,0,14,0,1,,MISSING,Failed,PASS,失敗,PASS,失败,PASS,失敗,PASS,Failed,PASS,Failed,PASS,Fehlgeschlagen,PASS,Failed,PASS,Failed,PASS,Failed,PASS,Failed,PASS,失敗,PASS,失敗,PASS,Thất bại,PASS
pages.marketingIntel.kakao.statSent,PAT_X,skip,0,14,0,1,,MISSING,Total Sent,PASS,総送信,PASS,总发送,PASS,総送信,PASS,Total Sent,PASS,Total Sent,PASS,Gesamt gesendet,PASS,Total Sent,PASS,Total Sent,PASS,Total Sent,PASS,Total Sent,PASS,総送信,PASS,総送信,PASS,Tổng gửi,PASS
pages.marketingIntel.kakao.statSucc,PAT_X,skip,0,14,0,1,,MISSING,Successful,PASS,成功,PASS,成功,PASS,成功,PASS,Successful,PASS,Successful,PASS,Erfolgreich,PASS,Successful,PASS,Successful,PASS,Successful,PASS,Successful,PASS,成功,PASS,成功,PASS,Thành công,PASS
pages.marketingIntel.kakao.subTitle,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,알림톡 템플릿 · 세그먼트 타겟 발송 · CRM 자동 동기화,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,알림톡 템플릿 · 세그먼트 타겟 발송 · CRM 자동 동기화,PASS,알림톡 템플릿 · 세그먼트 타겟 발송 · CRM 자동 동기화,PASS,,MISSING
pages.marketingIntel.kakao.syncNow,PAT_X,skip,1,15,0,0,지금 동기화,PASS,Sync Now,PASS,今すぐ同期,PASS,立即同步,PASS,Sync Now,PASS,Sync Now,PASS,Sync Now,PASS,Jetzt synchronisieren,PASS,Sync Now,PASS,Sync Now,PASS,Sync Now,PASS,Sync Now,PASS,Sync Now,PASS,Sync Now,PASS,Đồng bộ ngay,PASS
pages.marketingIntel.kakao.tabCamp,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,💬 캠페인,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,💬 캠페인,PASS,💬 캠페인,PASS,,MISSING
pages.marketingIntel.kakao.tabCreative,PAT_X,skip,1,15,0,0,🎨 크리에이티브,PASS,🎨 Creative,PASS,🎨 クリエイティブ,PASS,🎨 创意设计,PASS,🎨 Creative,PASS,🎨 Creative,PASS,🎨 Creative,PASS,🎨 Kreativ,PASS,🎨 Creative,PASS,🎨 Creative,PASS,🎨 Creative,PASS,🎨 Creative,PASS,🎨 Creative,PASS,🎨 Creative,PASS,🎨 Sáng tạo,PASS
pages.marketingIntel.kakao.tabSet,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,⚙️ 채널 설정,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,⚙️ 채널 설정,PASS,⚙️ 채널 설정,PASS,,MISSING
pages.marketingIntel.kakao.tabTpl,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,📝 알림톡 템플릿,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,📝 알림톡 템플릿,PASS,📝 알림톡 템플릿,PASS,,MISSING
pages.marketingIntel.kakao.testBtn,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,테스트,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,테스트,PASS,테스트,PASS,,MISSING
pages.marketingIntel.kakao.testBtnDel,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,삭제,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,삭제,PASS,삭제,PASS,,MISSING
pages.marketingIntel.kakao.testBtnIng,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,...,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,...,PASS,...,PASS,,MISSING
pages.marketingIntel.kakao.testTit,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,🧪 테스트 발송 번호,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,🧪 테스트 발송 번호,PASS,🧪 테스트 발송 번호,PASS,,MISSING
pages.marketingIntel.kakao.title,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,카카오 비즈니스,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,카카오 비즈니스,PASS,카카오 비즈니스,PASS,,MISSING
pages.marketingIntel.kakao.totalCost,PAT_X,skip,1,15,0,0,총 비용,PASS,Total Cost,PASS,総コスト,PASS,总成本,PASS,Total Cost,PASS,Total Cost,PASS,Total Cost,PASS,Gesamtkosten,PASS,Total Cost,PASS,Total Cost,PASS,Total Cost,PASS,Total Cost,PASS,Total Cost,PASS,Total Cost,PASS,Tổng chi phí,PASS
pages.marketingIntel.kakao.tplRegTit,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,📝 알림톡 템플릿 등록,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,📝 알림톡 템플릿 등록,PASS,📝 알림톡 템플릿 등록,PASS,,MISSING
pages.marketingIntel.kakao.unitCust,PAT_D,translate,0,0,3,12,,MISSING,,MISSING,,MISSING,,MISSING,명,P5,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,명,P5,명,P5,,MISSING
pages.marketingIntel.kakao.valAll,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,전체,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,전체,PASS,전체,PASS,,MISSING
pages.marketingIntel.kakao.warnLive,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,⚠️ 실제 발송 모드 — 카카오 API를 통해 실제 알림톡이 발송됩니다. 발신키가 필요합니다.,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,⚠️ 실제 발송 모드 — 카카오 API를 통해 실제 알림톡이 발송됩니다. 발신키가 필요합니다.,PASS,⚠️ 실제 발송 모드 — 카카오 API를 통해 실제 알림톡이 발송됩니다. 발신키가 필요합니다.,PASS,,MISSING
pages.marketingIntel.kakao.warnMock,PAT_D,skip,0,3,0,12,,MISSING,,MISSING,,MISSING,,MISSING,💡 테스트 모드 — 실제 발송 없이 시뮬레이션만 진행합니다. API 키 없이도 UI 테스트 가능합니다.,PASS,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,💡 테스트 모드 — 실제 발송 없이 시뮬레이션만 진행합니다. API 키 없이도 UI 테스트 가능합니다.,PASS,💡 테스트 모드 — 실제 발송 없이 시뮬레이션만 진행합니다. API 키 없이도 UI 테스트 가능합니다.,PASS,,MISSING
pages.marketingIntel.kakaoAlimtalk,PAT_X,skip,1,15,0,0,카카오 알림톡,PASS,Kakao Alimtalk,PASS,Kakao Alimtalk,PASS,Kakao Alimtalk,PASS,Kakao Alimtalk,PASS,Kakao Alimtalk,PASS,Kakao Alimtalk,PASS,Kakao Alimtalk,PASS,Kakao Alimtalk,PASS,Kakao Alimtalk,PASS,Kakao Alimtalk,PASS,Kakao Alimtalk,PASS,Kakao Alimtalk,PASS,Kakao Alimtalk,PASS,Kakao Alimtalk,PASS
pages.marketingIntel.kakaoFriendtalk,PAT_X,skip,1,15,0,0,카카오 친구톡,PASS,Kakao Friendtalk,PASS,Kakao Friendtalk,PASS,Kakao Friendtalk,PASS,Kakao Friendtalk,PASS,Kakao Friendtalk,PASS,Kakao Friendtalk,PASS,Kakao Friendtalk,PASS,Kakao Friendtalk,PASS,Kakao Friendtalk,PASS,Kakao Friendtalk,PASS,Kakao Friendtalk,PASS,Kakao Friendtalk,PASS,Kakao Friendtalk,PASS,Kakao Friendtalk,PASS
pages.marketingIntel.kakaoMsgType,PAT_X,skip,1,15,0,0,카카오 메시지 유형,PASS,Kakao Msg Type,PASS,Kakao Msg Type,PASS,Kakao Msg Type,PASS,Kakao Msg Type,PASS,Kakao Msg Type,PASS,Kakao Msg Type,PASS,Kakao Msg Type,PASS,Kakao Msg Type,PASS,Kakao Msg Type,PASS,Kakao Msg Type,PASS,Kakao Msg Type,PASS,Kakao Msg Type,PASS,Kakao Msg Type,PASS,Kakao Msg Type,PASS
pages.marketingIntel.kakaoSendSim,PAT_X,skip,1,15,0,0,카카오 발송 시뮬레이션,PASS,Kakao Send Sim,PASS,Kakao Send Sim,PASS,Kakao Send Sim,PASS,Kakao Send Sim,PASS,Kakao Send Sim,PASS,Kakao Send Sim,PASS,Kakao Send Sim,PASS,Kakao Send Sim,PASS,Kakao Send Sim,PASS,Kakao Send Sim,PASS,Kakao Send Sim,PASS,Kakao Send Sim,PASS,Kakao Send Sim,PASS,Kakao Send Sim,PASS
pages.marketingIntel.kakaoTemplate,PAT_X,skip,1,15,0,0,카카오 템플릿,PASS,Kakao Template,PASS,Kakao Template,PASS,Kakao Template,PASS,Kakao Template,PASS,Kakao Template,PASS,Kakao Template,PASS,Kakao Template,PASS,Kakao Template,PASS,Kakao Template,PASS,Kakao Template,PASS,Kakao Template,PASS,Kakao Template,PASS,Kakao Template,PASS,Kakao Template,PASS
pages.marketingIntel.kakaoTest,PAT_X,skip,1,15,0,0,카카오 테스트,PASS,Kakao Test,PASS,Kakao Test,PASS,Kakao Test,PASS,Kakao Test,PASS,Kakao Test,PASS,Kakao Test,PASS,Kakao Test,PASS,Kakao Test,PASS,Kakao Test,PASS,Kakao Test,PASS,Kakao Test,PASS,Kakao Test,PASS,Kakao Test,PASS,Kakao Test,PASS
pages.marketingIntel.kpi.k_16,PAT_X,translate,0,0,15,0,K_16,P1,K_16,P1,K_16,P1,K_16,P1,K_16,P1,K_16,P1,K_16,P1,K_16,P1,K_16,P1,K_16,P1,K_16,P1,K_16,P1,K_16,P1,K_16,P1,K_16,P1
pages.marketingIntel.kpi.k_17,PAT_X,translate,0,0,15,0,K_17,P1,K_17,P1,K_17,P1,K_17,P1,K_17,P1,K_17,P1,K_17,P1,K_17,P1,K_17,P1,K_17,P1,K_17,P1,K_17,P1,K_17,P1,K_17,P1,K_17,P1
pages.marketingIntel.kpi.k_18,PAT_X,translate,0,0,15,0,K_18,P1,K_18,P1,K_18,P1,K_18,P1,K_18,P1,K_18,P1,K_18,P1,K_18,P1,K_18,P1,K_18,P1,K_18,P1,K_18,P1,K_18,P1,K_18,P1,K_18,P1
pages.marketingIntel.kpi.k_19,PAT_X,translate,0,0,15,0,K_19,P1,K_19,P1,K_19,P1,K_19,P1,K_19,P1,K_19,P1,K_19,P1,K_19,P1,K_19,P1,K_19,P1,K_19,P1,K_19,P1,K_19,P1,K_19,P1,K_19,P1
pages.marketingIntel.kpi.k_20,PAT_X,translate,0,0,15,0,K_20,P1,K_20,P1,K_20,P1,K_20,P1,K_20,P1,K_20,P1,K_20,P1,K_20,P1,K_20,P1,K_20,P1,K_20,P1,K_20,P1,K_20,P1,K_20,P1,K_20,P1
pages.marketingIntel.kpi.k_3,PAT_X,translate,0,0,15,0,K_3,P1,K_3,P1,K_3,P1,K_3,P1,K_3,P1,K_3,P1,K_3,P1,K_3,P1,K_3,P1,K_3,P1,K_3,P1,K_3,P1,K_3,P1,K_3,P1,K_3,P1
pages.marketingIntel.kpi.k_4,PAT_X,translate,0,0,15,0,K_4,P1,K_4,P1,K_4,P1,K_4,P1,K_4,P1,K_4,P1,K_4,P1,K_4,P1,K_4,P1,K_4,P1,K_4,P1,K_4,P1,K_4,P1,K_4,P1,K_4,P1
pages.marketingIntel.kpi.k_5,PAT_X,translate,0,0,15,0,K_5,P1,K_5,P1,K_5,P1,K_5,P1,K_5,P1,K_5,P1,K_5,P1,K_5,P1,K_5,P1,K_5,P1,K_5,P1,K_5,P1,K_5,P1,K_5,P1,K_5,P1
pages.marketingIntel.kpi.k_6,PAT_X,translate,0,0,15,0,K_6,P1,K_6,P1,K_6,P1,K_6,P1,K_6,P1,K_6,P1,K_6,P1,K_6,P1,K_6,P1,K_6,P1,K_6,P1,K_6,P1,K_6,P1,K_6,P1,K_6,P1
pages.marketingIntel.kpi.k_7,PAT_X,translate,0,0,15,0,K_7,P1,K_7,P1,K_7,P1,K_7,P1,K_7,P1,K_7,P1,K_7,P1,K_7,P1,K_7,P1,K_7,P1,K_7,P1,K_7,P1,K_7,P1,K_7,P1,K_7,P1
pages.marketingIntel.kpi.k_8,PAT_X,translate,0,0,15,0,K_8,P1,K_8,P1,K_8,P1,K_8,P1,K_8,P1,K_8,P1,K_8,P1,K_8,P1,K_8,P1,K_8,P1,K_8,P1,K_8,P1,K_8,P1,K_8,P1,K_8,P1
